,seed,nsim,ntaxa,lambda,mu,nu,M,Y,d_0,model,ngt,ngenes,rho,q,q10,q11,q12,q2,q3,A,A1,A2,B,C,C1,C2,D0good,D0anom,D0ambi,D1good,D1anom,D1ambi,D2good,D2anom,D2ambi,D0g_ex,D0a_ex,D1g_ex,D1a_ex,D2g_ex,D2a_ex,time
134,9454,800,6,0.1,0.09,0.05,0.25,0.25,12,1,300,288.55,0,12000,5854,2742,1235,1711,458,2946,1235,1711,2946,106,13,93,8499,0,97,1212,3,20,1215,4,492,8596,0,1222,13,1711,0,116.256
135,9455,800,8,0.1,0.09,0.05,0.25,0.25,12,1,300,286.907142857143,0,56000,23155,15455,6973,7973,2444,14946,6973,7973,14946,446,20,426,38465,0,145,6913,8,52,5929,13,2031,38610,0,6950,23,7935,38,561.004
136,9456,800,4,0.3,0.27,0.15,0.25,0.25,4,1,300,297,0,800,516,104,52,120,8,172,52,120,172,24,5,19,577,0,43,44,2,6,47,0,73,620,0,48,4,117,3,42.1990000000001
137,9457,800,6,0.3,0.27,0.15,0.25,0.25,4,1,300,291.3,0,12000,5910,2768,1203,1771,348,2974,1203,1771,2974,255,18,237,8336,5,337,1159,6,38,797,3,971,8678,0,1184,19,1768,3,113.969
138,9458,800,8,0.3,0.27,0.15,0.25,0.25,4,1,300,285.6,0,56000,23305,15372,6945,7690,2688,14635,6945,7690,14635,1330,86,1244,37816,0,861,6769,11,165,3477,8,4205,38677,0,6872,73,7651,39,1148.22
139,9459,800,4,1,0.9,0.5,0.25,0.25,1.2,1,300,294.375,0,800,528,107,40,110,15,150,40,110,150,39,3,36,515,2,118,32,0,8,9,1,100,635,0,39,1,110,0,44.0120000000001
140,9460,800,6,1,0.9,0.5,0.25,0.25,1.2,1,300,289.45,0,12000,5852,2716,1159,1851,422,3010,1159,1851,3010,562,23,539,7586,17,965,1026,5,128,216,18,1617,8568,0,1134,25,1838,13,121.159
141,9461,800,8,1,0.9,0.5,0.25,0.25,1.2,1,300,286.333928571429,0,56000,23496,15705,6449,7799,2551,14248,6449,7799,14248,2352,98,2254,36588,9,2604,6038,16,395,938,16,6845,39201,0,6375,74,7734,65,504.368
142,9462,800,4,3,2.7,1.5,0.25,0.25,0.4,1,300,296.25,0,800,522,111,51,106,10,157,51,106,157,59,4,55,379,0,254,33,0,18,2,0,104,633,0,49,2,105,1,45.013
143,9463,800,6,3,2.7,1.5,0.25,0.25,0.4,1,300,291.1,0,12000,6001,2727,1094,1822,356,2916,1094,1822,2916,886,73,813,6343,6,2379,754,3,337,27,19,1776,8728,0,1062,32,1805,17,112.09
144,9464,800,8,3,2.7,1.5,0.25,0.25,0.4,1,300,286.880357142857,0,56000,22456,16036,6909,8150,2449,15059,6909,8150,15059,4126,314,3812,31335,9,7148,5403,18,1488,163,72,7915,38492,0,6781,128,8009,141,612.563
