,seed,nsim,ntaxa,lambda,mu,nu,M,Y,d_0,model,ngt,ngenes,rho,q,q10,q11,q12,q2,q3,A,A1,A2,B,C,C1,C2,D0good,D0anom,D0ambi,D1good,D1anom,D1ambi,D2good,D2anom,D2ambi,D0g_ex,D0a_ex,D1g_ex,D1a_ex,D2g_ex,D2a_ex,time
1,7652,800,4,0.1,0.01,0.05,0.5,0.25,2,1,300,300,0,800,728,37,12,23,0,35,12,23,35,2,0,2,753,0,12,12,0,0,11,0,12,765,0,12,0,23,0,74.783
2,7653,800,4,0.3,0.03,0.15,0.5,0.25,0.666666666666667,1,300,300,0,800,750,25,4,21,0,25,4,21,25,8,0,8,726,0,49,4,0,0,1,0,20,775,0,4,0,21,0,72.274
3,7654,800,4,1,0.1,0.5,0.5,0.25,0.2,1,300,300,0,800,735,34,13,18,0,31,13,18,31,7,0,7,649,1,119,10,0,3,1,0,17,769,0,13,0,18,0,74.795
4,7655,800,4,3,0.3,1.5,0.5,0.25,0.0666666666666667,1,300,300,0,800,730,29,7,34,0,41,7,34,41,23,1,22,458,0,301,5,0,2,0,0,34,759,0,6,1,34,0,75.983
5,7656,800,4,0.1,0.09,0.05,0.5,0.25,2,1,300,300,0,800,726,27,13,34,0,47,13,34,47,5,0,5,734,0,19,13,0,0,14,0,20,753,0,13,0,34,0,72.965
6,7657,800,4,0.3,0.27,0.15,0.5,0.25,0.666666666666667,1,300,299.625,0,800,730,30,8,31,1,39,8,31,39,15,0,15,721,1,38,8,0,0,0,0,31,760,0,8,0,31,0,77.939
7,7658,800,4,1,0.9,0.5,0.5,0.25,0.2,1,300,299.625,0,800,704,43,19,33,1,52,19,33,52,17,0,17,623,0,124,16,0,3,0,0,33,747,0,19,0,33,0,73.121
8,7659,800,4,3,2.7,1.5,0.5,0.25,0.0666666666666667,1,300,299.625,0,800,719,41,14,25,1,39,14,25,39,19,4,15,413,2,345,7,1,6,0,1,24,760,0,14,0,25,0,78.608
9,7660,800,4,0.1,0.01,0.05,0.25,0.25,2,1,300,300,0,800,737,34,10,19,0,29,10,19,29,1,0,1,758,0,13,10,0,0,9,0,10,771,0,10,0,19,0,76.63
10,7661,800,4,0.3,0.03,0.15,0.25,0.25,0.666666666666667,1,300,299.625,0,800,742,26,9,22,1,31,9,22,31,7,0,7,720,0,48,9,0,0,0,0,22,768,0,9,0,22,0,75.978
11,7662,800,4,1,0.1,0.5,0.25,0.25,0.2,1,300,299.625,0,800,740,36,8,15,1,23,8,15,23,12,1,11,679,0,97,6,0,2,0,0,15,776,0,8,0,15,0,78.196
12,7663,800,4,3,0.3,1.5,0.25,0.25,0.0666666666666667,1,300,300,0,800,734,36,15,15,0,30,15,15,30,13,2,11,554,0,216,8,0,7,0,0,15,770,0,15,0,15,0,77.808
13,7664,800,4,0.1,0.09,0.05,0.25,0.25,2,1,300,300,0,800,737,36,13,14,0,27,13,14,27,0,0,0,754,0,19,13,0,0,4,0,10,773,0,13,0,14,0,75.665
14,7665,800,4,0.3,0.27,0.15,0.25,0.25,0.666666666666667,1,300,300,0,800,729,39,11,21,0,32,11,21,32,8,1,7,708,0,60,10,1,0,2,1,18,768,0,10,1,21,0,76.656
15,7666,800,4,1,0.9,0.5,0.25,0.25,0.2,1,300,300,0,800,738,42,6,14,0,20,6,14,20,7,0,7,609,2,169,4,0,2,0,0,14,780,0,6,0,14,0,77.193
16,7667,800,4,3,2.7,1.5,0.25,0.25,0.0666666666666667,1,300,300,0,800,734,39,7,20,0,27,7,20,27,11,0,11,508,3,262,5,0,2,0,0,20,773,0,7,0,20,0,76.728
17,7668,800,4,0.1,0.01,0.05,0.5,0.25,6,1,300,299.625,0,800,656,50,22,71,1,93,22,71,93,11,0,11,695,0,11,22,0,0,44,0,27,706,0,22,0,71,0,76.589
18,7669,800,4,0.3,0.03,0.15,0.5,0.25,2,1,300,299.25,0,800,660,43,26,69,2,95,26,69,95,14,0,14,658,0,45,23,0,3,27,0,42,703,0,26,0,68,1,82.564
19,7670,800,4,1,0.1,0.5,0.5,0.25,0.6,1,300,300,0,800,637,68,24,71,0,95,24,71,95,28,1,27,608,0,97,21,0,3,7,0,64,705,0,24,0,70,1,76.539
20,7671,800,4,3,0.3,1.5,0.5,0.25,0.2,1,300,300,0,800,642,61,27,70,0,97,27,70,97,39,1,38,427,0,276,9,0,18,0,0,70,703,0,23,4,68,2,75.391
21,7672,800,4,0.1,0.09,0.05,0.5,0.25,6,1,300,299.625,0,800,590,78,32,99,1,131,32,99,131,11,2,9,659,0,9,30,1,1,65,0,34,668,0,30,2,99,0,82.874
22,7673,800,4,0.3,0.27,0.15,0.5,0.25,2,1,300,299.25,0,800,600,76,29,93,2,122,29,93,122,17,2,15,633,0,43,25,0,4,31,1,61,676,0,27,2,91,2,78.416
23,7674,800,4,1,0.9,0.5,0.5,0.25,0.6,1,300,299.25,0,800,591,84,33,90,2,123,33,90,123,27,1,26,535,3,137,28,0,5,4,3,83,675,0,31,2,89,1,77.13
24,7675,800,4,3,2.7,1.5,0.5,0.25,0.2,1,300,299.625,0,800,586,79,32,102,1,134,32,102,134,52,1,51,371,0,294,13,0,19,0,1,101,665,0,30,2,100,2,79.42
25,7676,800,4,0.1,0.01,0.05,0.25,0.25,6,1,300,299.625,0,800,642,85,21,51,1,72,21,51,72,1,0,1,717,0,10,20,0,1,31,0,20,727,0,20,1,51,0,75.935
26,7677,800,4,0.3,0.03,0.15,0.25,0.25,2,1,300,299.625,0,800,639,77,35,48,1,83,35,48,83,7,1,6,677,0,39,31,0,4,21,0,27,716,0,34,1,48,0,77.946
27,7678,800,4,1,0.1,0.5,0.25,0.25,0.6,1,300,299.625,0,800,636,91,23,49,1,72,23,49,72,16,2,14,617,0,110,17,0,6,6,0,43,727,0,21,2,49,0,78.036
28,7679,800,4,3,0.3,1.5,0.25,0.25,0.2,1,300,299.25,0,800,649,75,23,51,2,74,23,51,74,28,3,25,383,1,340,10,0,13,0,0,51,724,0,23,0,51,0,77.72
29,7680,800,4,0.1,0.09,0.05,0.25,0.25,6,1,300,299.625,0,800,619,85,31,64,1,95,31,64,95,5,0,5,691,2,11,31,0,0,40,0,24,704,0,31,0,64,0,79.302
30,7681,800,4,0.3,0.27,0.15,0.25,0.25,2,1,300,299.625,0,800,627,88,30,54,1,84,30,54,84,7,0,7,668,0,47,29,0,1,14,0,40,715,0,30,0,54,0,80.788
31,7682,800,4,1,0.9,0.5,0.25,0.25,0.6,1,300,299.625,0,800,629,79,29,62,1,91,29,62,91,30,3,27,578,0,130,21,1,7,1,0,61,708,0,25,4,62,0,79.135
32,7683,800,4,3,2.7,1.5,0.25,0.25,0.2,1,300,299.625,0,800,612,86,33,68,1,101,33,68,101,42,6,36,437,0,261,18,0,15,0,1,67,698,0,31,2,67,1,77.691
33,7684,800,4,0.1,0.01,0.05,0.5,0.25,12,1,300,295.5,0,800,545,96,37,110,12,147,37,110,147,10,2,8,624,0,17,33,0,4,73,1,36,641,0,35,2,109,1,77.733
34,7685,800,4,0.3,0.03,0.15,0.5,0.25,4,1,300,295.125,0,800,551,83,41,112,13,153,41,112,153,20,1,19,590,0,44,39,1,1,52,0,60,634,0,39,2,111,1,75.949
35,7686,800,4,1,0.1,0.5,0.5,0.25,1.2,1,300,296.625,0,800,536,93,43,119,9,162,43,119,162,46,5,41,495,0,134,32,1,10,13,1,105,629,0,40,3,119,0,77.24
36,7687,800,4,3,0.3,1.5,0.5,0.25,0.4,1,300,296.25,0,800,522,114,25,129,10,154,25,129,154,69,4,65,406,0,230,11,1,13,3,0,126,636,0,23,2,127,2,76.751
37,7688,800,4,0.1,0.09,0.05,0.5,0.25,12,1,300,294,0,800,480,109,50,145,16,195,50,145,195,14,1,13,577,0,12,48,0,2,90,3,52,589,0,50,0,143,2,78.115
38,7689,800,4,0.3,0.27,0.15,0.5,0.25,4,1,300,297,0,800,494,106,45,147,8,192,45,147,192,18,5,13,552,0,48,39,2,4,71,0,76,600,0,41,4,147,0,78.519
39,7690,800,4,1,0.9,0.5,0.5,0.25,1.2,1,300,296.25,0,800,500,89,48,153,10,201,48,153,201,47,3,44,445,0,144,36,2,10,14,1,138,589,0,45,3,151,2,88.005
40,7691,800,4,3,2.7,1.5,0.5,0.25,0.4,1,300,295.125,0,800,500,112,48,127,13,175,48,127,175,74,9,65,269,3,340,19,1,28,4,3,120,612,0,42,6,125,2,77.454
41,7692,800,4,0.1,0.01,0.05,0.25,0.25,12,1,300,296.625,0,800,555,104,39,93,9,132,39,93,132,7,0,7,644,0,15,39,0,0,70,0,23,659,0,39,0,93,0,78.428
42,7693,800,4,0.3,0.03,0.15,0.25,0.25,4,1,300,297.75,0,800,543,96,38,117,6,155,38,117,155,14,0,14,606,0,33,37,0,1,51,0,66,639,0,38,0,117,0,81.469
43,7694,800,4,1,0.1,0.5,0.25,0.25,1.2,1,300,297.75,0,800,547,95,56,96,6,152,56,96,152,29,2,27,526,2,114,44,1,11,15,1,80,642,0,54,2,96,0,77.923
44,7695,800,4,3,0.3,1.5,0.25,0.25,0.4,1,300,298.125,0,800,556,104,46,89,5,135,46,89,135,49,5,44,421,7,232,25,0,21,0,1,88,660,0,43,3,89,0,78.657
45,7696,800,4,0.1,0.09,0.05,0.25,0.25,12,1,300,294.75,0,800,521,107,46,112,14,158,46,112,158,5,0,5,610,0,18,46,0,0,77,0,35,628,0,46,0,112,0,77.921
46,7697,800,4,0.3,0.27,0.15,0.25,0.25,4,1,300,295.125,0,800,489,119,66,113,13,179,66,113,179,21,3,18,570,0,38,62,1,3,56,0,57,608,0,64,2,113,0,78.906
47,7698,800,4,1,0.9,0.5,0.25,0.25,1.2,1,300,295.5,0,800,508,119,58,103,12,161,58,103,161,37,1,36,494,0,133,47,0,11,5,1,97,627,0,57,1,102,1,79.786
48,7699,800,4,3,2.7,1.5,0.25,0.25,0.4,1,300,297.375,0,800,506,123,51,113,7,164,51,113,164,66,7,59,408,0,221,26,0,25,1,1,111,629,0,47,4,112,1,81.053
49,7700,800,4,0.1,0.01,0.05,0.5,0.25,2,1,300,300,0.3,800,750,22,6,22,0,28,6,22,28,3,0,3,756,0,16,6,0,0,9,0,13,772,0,6,0,22,0,74.287
50,7701,800,4,0.3,0.03,0.15,0.5,0.25,0.666666666666667,1,300,300,0.3,800,749,24,5,22,0,27,5,22,27,7,0,7,716,0,57,5,0,0,1,0,21,773,0,5,0,22,0,76.735
51,7702,800,4,1,0.1,0.5,0.5,0.25,0.2,1,300,300,0.3,800,728,34,15,23,0,38,15,23,38,16,0,16,663,0,99,13,0,2,0,3,20,762,0,15,0,23,0,77.649
52,7703,800,4,3,0.3,1.5,0.5,0.25,0.0666666666666667,1,300,300,0.3,800,737,28,12,23,0,35,12,23,35,12,2,10,463,0,302,4,0,8,0,0,23,765,0,12,0,23,0,77.155
53,7704,800,4,0.1,0.09,0.05,0.5,0.25,2,1,300,300,0.3,800,718,41,13,28,0,41,13,28,41,4,0,4,745,0,14,10,0,3,13,0,15,759,0,13,0,28,0,78.12
54,7705,800,4,0.3,0.27,0.15,0.5,0.25,0.666666666666667,1,300,299.25,0.3,800,713,42,15,28,2,43,15,28,43,4,0,4,707,0,48,15,0,0,2,0,26,755,0,15,0,28,0,81.693
55,7706,800,4,1,0.9,0.5,0.5,0.25,0.2,1,300,300,0.3,800,732,34,9,25,0,34,9,25,34,17,0,17,624,0,142,6,0,3,0,0,25,766,0,9,0,25,0,78.436
56,7707,800,4,3,2.7,1.5,0.5,0.25,0.0666666666666667,1,300,300,0.3,800,721,32,20,27,0,47,20,27,47,19,2,17,423,1,329,9,1,10,0,0,27,753,0,20,0,27,0,76.533
57,7708,800,4,0.1,0.01,0.05,0.25,0.25,2,1,300,300,0.3,800,748,29,9,14,0,23,9,14,23,1,0,1,766,0,11,9,0,0,4,0,10,777,0,9,0,14,0,76.664
58,7709,800,4,0.3,0.03,0.15,0.25,0.25,0.666666666666667,1,300,299.625,0.3,800,749,34,9,7,1,16,9,7,16,4,1,3,734,0,49,8,0,1,1,0,6,783,0,8,1,7,0,76.357
59,7710,800,4,1,0.1,0.5,0.25,0.25,0.2,1,300,300,0.3,800,723,43,15,19,0,34,15,19,34,11,1,10,644,0,122,12,0,3,0,0,19,766,0,15,0,19,0,77.786
60,7711,800,4,3,0.3,1.5,0.25,0.25,0.0666666666666667,1,300,300,0.3,800,750,32,6,12,0,18,6,12,18,8,0,8,457,6,319,0,0,6,1,0,11,782,0,6,0,12,0,77.334
61,7712,800,4,0.1,0.09,0.05,0.25,0.25,2,1,300,299.625,0.3,800,718,47,12,22,1,34,12,22,34,4,1,3,753,0,12,11,1,0,12,0,10,765,0,12,0,22,0,78.082
62,7713,800,4,0.3,0.27,0.15,0.25,0.25,0.666666666666667,1,300,300,0.3,800,728,46,8,18,0,26,8,18,26,8,0,8,714,0,60,7,0,1,0,0,18,774,0,8,0,18,0,92.711
63,7714,800,4,1,0.9,0.5,0.25,0.25,0.2,1,300,300,0.3,800,725,45,13,17,0,30,13,17,30,12,1,11,592,0,178,8,0,5,0,0,17,770,0,13,0,17,0,77.46
64,7715,800,4,3,2.7,1.5,0.25,0.25,0.0666666666666667,1,300,299.625,0.3,800,732,32,17,18,1,35,17,18,35,14,2,12,397,0,367,7,0,10,0,0,18,764,0,17,0,18,0,77.085
65,7716,800,4,0.1,0.01,0.05,0.5,0.25,6,1,300,298.875,0.3,800,623,75,28,71,3,99,28,71,99,8,0,8,685,0,13,28,0,0,45,0,26,698,0,28,0,71,0,57.633
66,7717,800,4,0.3,0.03,0.15,0.5,0.25,2,1,300,299.625,0.3,800,648,69,24,58,1,82,24,58,82,10,0,10,682,0,35,22,0,2,23,0,35,717,0,24,0,58,0,57.007
67,7718,800,4,1,0.1,0.5,0.5,0.25,0.6,1,300,298.5,0.3,800,635,61,26,74,4,100,26,74,100,24,1,23,578,1,117,20,0,6,4,0,70,696,0,26,0,74,0,58.344
68,7719,800,4,3,0.3,1.5,0.5,0.25,0.2,1,300,299.625,0.3,800,629,73,25,72,1,97,25,72,97,42,5,37,396,0,306,8,0,17,0,0,72,702,0,23,2,72,0,58.148
69,7720,800,4,0.1,0.09,0.05,0.5,0.25,6,1,300,298.5,0.3,800,603,83,32,78,4,110,32,78,110,9,0,9,665,0,21,32,0,0,46,0,32,686,0,32,0,78,0,57.734
70,7721,800,4,0.3,0.27,0.15,0.5,0.25,2,1,300,299.25,0.3,800,599,92,27,80,2,107,27,80,107,19,0,19,639,0,52,26,0,1,25,0,55,691,0,27,0,80,0,63.384
71,7722,800,4,1,0.9,0.5,0.5,0.25,0.6,1,300,298.5,0.3,800,600,82,36,78,4,114,36,78,114,32,2,30,527,0,155,26,0,10,2,0,76,682,0,36,0,78,0,60.156
72,7723,800,4,3,2.7,1.5,0.5,0.25,0.2,1,300,299.625,0.3,800,593,87,24,95,1,119,24,95,119,71,3,68,396,0,284,14,0,10,1,7,87,680,0,23,1,94,1,64.475
73,7724,800,4,0.1,0.01,0.05,0.25,0.25,6,1,300,298.875,0.3,800,647,78,28,44,3,72,28,44,72,3,0,3,716,0,9,27,0,1,26,0,18,725,0,28,0,44,0,60.495
74,7725,800,4,0.3,0.03,0.15,0.25,0.25,2,1,300,298.125,0.3,800,644,76,24,51,5,75,24,51,75,10,0,10,687,0,33,21,0,3,16,0,35,720,0,23,1,51,0,59.872
75,7726,800,4,1,0.1,0.5,0.25,0.25,0.6,1,300,298.875,0.3,800,639,88,20,50,3,70,20,50,70,17,0,17,614,0,113,16,0,4,7,0,43,727,0,20,0,49,1,67.388
76,7727,800,4,3,0.3,1.5,0.25,0.25,0.2,1,300,299.25,0.3,800,630,86,34,48,2,82,34,48,82,26,4,22,424,2,290,16,0,18,0,0,48,716,0,33,1,48,0,65.487
77,7728,800,4,0.1,0.09,0.05,0.25,0.25,6,1,300,298.5,0.3,800,601,86,37,72,4,109,37,72,109,11,1,10,674,0,13,34,0,3,40,0,32,687,0,36,1,72,0,58.291
78,7729,800,4,0.3,0.27,0.15,0.25,0.25,2,1,300,299.25,0.3,800,625,90,24,59,2,83,24,59,83,13,0,13,662,0,53,23,0,1,17,0,42,715,0,24,0,59,0,58.542
79,7730,800,4,1,0.9,0.5,0.25,0.25,0.6,1,300,299.25,0.3,800,610,96,37,55,2,92,37,55,92,18,2,16,573,1,132,24,0,13,0,1,54,706,0,35,2,55,0,61.421
80,7731,800,4,3,2.7,1.5,0.25,0.25,0.2,1,300,298.875,0.3,800,612,92,34,59,3,93,34,59,93,30,0,30,427,2,275,21,0,13,0,2,57,704,0,34,0,59,0,58.746
81,7732,800,4,0.1,0.01,0.05,0.5,0.25,12,1,300,295.875,0.3,800,538,96,36,119,11,155,36,119,155,10,1,9,622,0,12,34,1,1,86,0,33,634,0,35,1,118,1,66.908
82,7733,800,4,0.3,0.03,0.15,0.5,0.25,4,1,300,294,0.3,800,534,73,43,134,16,177,43,134,177,14,4,10,570,0,37,36,4,3,74,0,60,607,0,39,4,134,0,60.257
83,7734,800,4,1,0.1,0.5,0.5,0.25,1.2,1,300,298.125,0.3,800,551,81,45,118,5,163,45,118,163,34,2,32,521,0,111,35,0,10,14,0,104,632,0,42,3,117,1,58.359
84,7735,800,4,3,0.3,1.5,0.5,0.25,0.4,1,300,297.75,0.3,800,534,103,39,118,6,157,39,118,157,48,7,41,349,0,288,20,1,18,2,1,115,637,0,38,1,115,3,57.609
85,7736,800,4,0.1,0.09,0.05,0.5,0.25,12,1,300,295.125,0.3,800,466,126,50,145,13,195,50,145,195,7,1,6,570,0,22,48,0,2,105,0,40,592,0,50,0,145,0,61.592
86,7737,800,4,0.3,0.27,0.15,0.5,0.25,4,1,300,294.375,0.3,800,445,100,55,185,15,240,55,185,240,26,1,25,516,0,29,52,0,3,82,1,102,545,0,54,1,184,1,64.019
87,7738,800,4,1,0.9,0.5,0.5,0.25,1.2,1,300,296.25,0.3,800,499,99,43,149,10,192,43,149,192,40,4,36,482,1,115,29,0,14,22,0,127,598,0,39,4,148,1,61.494
88,7739,800,4,3,2.7,1.5,0.5,0.25,0.4,1,300,296.625,0.3,800,463,113,60,155,9,215,60,155,215,72,5,67,271,2,303,33,0,27,3,3,149,576,0,54,6,151,4,62.841
89,7740,800,4,0.1,0.01,0.05,0.25,0.25,12,1,300,295.875,0.3,800,528,109,52,100,11,152,52,100,152,5,1,4,628,0,9,50,1,1,71,0,29,637,0,51,1,100,0,58.099
90,7741,800,4,0.3,0.03,0.15,0.25,0.25,4,1,300,295.125,0.3,800,532,107,54,94,13,148,54,94,148,8,0,8,611,1,27,53,0,1,49,0,45,639,0,54,0,94,0,63.195
91,7742,800,4,1,0.1,0.5,0.25,0.25,1.2,1,300,297,0.3,800,546,115,40,91,8,131,40,91,131,27,4,23,560,0,101,29,1,10,13,0,78,661,0,38,2,91,0,65.482
92,7743,800,4,3,0.3,1.5,0.25,0.25,0.4,1,300,294.75,0.3,800,535,118,37,96,14,133,37,96,133,58,9,49,418,1,234,16,0,21,0,0,96,653,0,35,2,96,0,64.045
93,7744,800,4,0.1,0.09,0.05,0.25,0.25,12,1,300,297.75,0.3,800,489,133,47,125,6,172,47,125,172,12,3,9,604,0,18,44,0,3,88,0,37,622,0,45,2,125,0,74.34
94,7745,800,4,0.3,0.27,0.15,0.25,0.25,4,1,300,297,0.3,800,519,127,52,94,8,146,52,94,146,19,1,18,605,0,41,50,0,2,36,0,58,646,0,51,1,90,4,64.236
95,7746,800,4,1,0.9,0.5,0.25,0.25,1.2,1,300,296.625,0.3,800,519,114,49,109,9,158,49,109,158,35,2,33,503,0,130,42,0,7,11,0,98,633,0,47,2,109,0,68.673
96,7747,800,4,3,2.7,1.5,0.25,0.25,0.4,1,300,296.25,0.3,800,503,118,54,115,10,169,54,115,169,65,2,63,386,0,235,34,0,20,2,1,112,621,0,54,0,115,0,64.436
97,7748,800,4,0.1,0.01,0.05,0.5,0.25,2,1,300,300,0.6,800,739,21,7,33,0,40,7,33,40,4,0,4,743,0,17,7,0,0,14,1,18,760,0,7,0,33,0,63.632
98,7749,800,4,0.3,0.03,0.15,0.5,0.25,0.666666666666667,1,300,300,0.6,800,745,26,10,19,0,29,10,19,29,5,0,5,729,0,42,10,0,0,1,0,18,771,0,10,0,19,0,57.182
99,7750,800,4,1,0.1,0.5,0.5,0.25,0.2,1,300,299.625,0.6,800,744,31,5,19,1,24,5,19,24,9,0,9,669,4,102,3,0,2,0,0,19,775,0,5,0,19,0,60.611
100,7751,800,4,3,0.3,1.5,0.5,0.25,0.0666666666666667,1,300,300,0.6,800,749,18,10,23,0,33,10,23,33,16,0,16,516,1,250,5,0,5,0,0,23,767,0,10,0,23,0,59.018
101,7752,800,4,0.1,0.09,0.05,0.5,0.25,2,1,300,300,0.6,800,719,45,16,20,0,36,16,20,36,3,0,3,744,0,20,14,0,2,8,0,12,764,0,16,0,20,0,62.98
102,7753,800,4,0.3,0.27,0.15,0.5,0.25,0.666666666666667,1,300,300,0.6,800,711,43,14,32,0,46,14,32,46,4,0,4,688,0,66,14,0,0,4,0,28,754,0,14,0,32,0,62.341
103,7754,800,4,1,0.9,0.5,0.5,0.25,0.2,1,300,300,0.6,800,716,42,11,31,0,42,11,31,42,16,0,16,584,2,172,10,0,1,0,0,31,758,0,11,0,31,0,64.661
104,7755,800,4,3,2.7,1.5,0.5,0.25,0.0666666666666667,1,300,300,0.6,800,719,37,16,28,0,44,16,28,44,17,1,16,438,1,317,6,0,10,0,0,28,756,0,16,0,28,0,60.972
105,7756,800,4,0.1,0.01,0.05,0.25,0.25,2,1,300,300,0.6,800,755,33,9,3,0,12,9,3,12,1,0,1,776,0,12,9,0,0,1,0,2,788,0,9,0,3,0,61.666
106,7757,800,4,0.3,0.03,0.15,0.25,0.25,0.666666666666667,1,300,300,0.6,800,739,35,15,11,0,26,15,11,26,2,0,2,742,1,31,14,0,1,4,0,7,774,0,15,0,11,0,58.895
107,7758,800,4,1,0.1,0.5,0.25,0.25,0.2,1,300,299.625,0.6,800,743,33,11,12,1,23,11,12,23,4,0,4,666,0,110,9,0,2,0,1,11,776,0,10,1,12,0,66.334
108,7759,800,4,3,0.3,1.5,0.25,0.25,0.0666666666666667,1,300,300,0.6,800,752,35,6,7,0,13,6,7,13,6,1,5,530,2,255,4,0,2,0,0,7,787,0,6,0,7,0,63.599
109,7760,800,4,0.1,0.09,0.05,0.25,0.25,2,1,300,300,0.6,800,733,37,12,18,0,30,12,18,30,3,0,3,756,0,14,12,0,0,8,0,10,770,0,12,0,18,0,62.141
110,7761,800,4,0.3,0.27,0.15,0.25,0.25,0.666666666666667,1,300,300,0.6,800,727,39,10,24,0,34,10,24,34,16,0,16,708,0,58,10,0,0,1,0,23,766,0,10,0,24,0,63.942
111,7762,800,4,1,0.9,0.5,0.25,0.25,0.2,1,300,300,0.6,800,737,32,12,19,0,31,12,19,31,9,0,9,642,0,127,8,0,4,0,0,19,769,0,12,0,19,0,61.488
112,7763,800,4,3,2.7,1.5,0.25,0.25,0.0666666666666667,1,300,300,0.6,800,744,33,12,11,0,23,12,11,23,5,1,4,481,0,296,6,0,6,0,0,11,777,0,12,0,11,0,61.134
113,7764,800,4,0.1,0.01,0.05,0.5,0.25,6,1,300,299.625,0.6,800,659,52,31,57,1,88,31,57,88,4,0,4,695,0,16,30,0,1,38,0,19,711,0,31,0,57,0,57.993
114,7765,800,4,0.3,0.03,0.15,0.5,0.25,2,1,300,298.5,0.6,800,637,55,29,75,4,104,29,75,104,12,0,12,656,0,36,28,0,1,28,0,47,692,0,29,0,74,1,59.079
115,7766,800,4,1,0.1,0.5,0.5,0.25,0.6,1,300,299.25,0.6,800,662,45,22,69,2,91,22,69,91,23,0,23,580,0,127,16,0,6,3,0,66,707,0,22,0,69,0,71.673
116,7767,800,4,3,0.3,1.5,0.5,0.25,0.2,1,300,298.875,0.6,800,633,59,28,77,3,105,28,77,105,45,8,37,419,2,271,13,0,15,1,1,75,692,0,27,1,77,0,62.805
117,7768,800,4,0.1,0.09,0.05,0.5,0.25,6,1,300,299.25,0.6,800,629,68,26,75,2,101,26,75,101,8,0,8,677,0,20,26,0,0,43,0,32,697,0,26,0,74,1,63.095
118,7769,800,4,0.3,0.27,0.15,0.5,0.25,2,1,300,298.875,0.6,800,600,82,25,90,3,115,25,90,115,21,1,20,630,0,52,23,1,1,30,1,59,682,0,24,1,90,0,62.544
119,7770,800,4,1,0.9,0.5,0.5,0.25,0.6,1,300,298.875,0.6,800,600,89,26,82,3,108,26,82,108,30,0,30,537,0,152,24,0,2,8,0,74,689,0,25,1,82,0,64.231
120,7771,800,4,3,2.7,1.5,0.5,0.25,0.2,1,300,298.125,0.6,800,595,62,45,93,5,138,45,93,138,61,6,55,415,0,242,21,1,23,0,2,91,657,0,43,2,93,0,58.22
121,7772,800,4,0.1,0.01,0.05,0.25,0.25,6,1,300,299.25,0.6,800,647,75,28,48,2,76,28,48,76,2,1,1,711,0,11,27,0,1,36,0,12,722,0,28,0,48,0,57.313
122,7773,800,4,0.3,0.03,0.15,0.25,0.25,2,1,300,298.875,0.6,800,638,75,22,62,3,84,22,62,84,16,0,16,679,0,34,20,0,2,18,0,44,713,0,20,2,62,0,57.591
123,7774,800,4,1,0.1,0.5,0.25,0.25,0.6,1,300,298.875,0.6,800,644,87,22,44,3,66,22,44,66,20,1,19,633,2,96,21,0,1,3,0,41,731,0,22,0,44,0,64.87
124,7775,800,4,3,0.3,1.5,0.25,0.25,0.2,1,300,299.25,0.6,800,650,79,24,45,2,69,24,45,69,30,5,25,513,0,216,9,0,15,0,0,45,729,0,22,2,45,0,62.848
125,7776,800,4,0.1,0.09,0.05,0.25,0.25,6,1,300,300,0.6,800,618,95,24,63,0,87,24,63,87,8,0,8,698,0,15,23,0,1,33,0,30,713,0,24,0,63,0,68.784
126,7777,800,4,0.3,0.27,0.15,0.25,0.25,2,1,300,299.25,0.6,800,608,96,34,60,2,94,34,60,94,10,0,10,646,0,58,34,0,0,18,0,42,704,0,34,0,60,0,56.217
127,7778,800,4,1,0.9,0.5,0.25,0.25,0.6,1,300,299.25,0.6,800,616,107,27,48,2,75,27,48,75,21,0,21,579,0,144,26,0,1,0,0,48,723,0,27,0,47,1,63.87
128,7779,800,4,3,2.7,1.5,0.25,0.25,0.2,1,300,298.875,0.6,800,639,77,23,58,3,81,23,58,81,33,0,33,367,3,346,14,0,9,1,0,57,716,0,23,0,58,0,61.714
129,7780,800,4,0.1,0.01,0.05,0.5,0.25,12,1,300,298.125,0.6,800,548,86,34,127,5,161,34,127,161,13,0,13,628,0,6,34,0,0,83,0,44,634,0,34,0,127,0,58.511
130,7781,800,4,0.3,0.03,0.15,0.5,0.25,4,1,300,295.875,0.6,800,507,93,46,143,11,189,46,143,189,23,2,21,568,1,31,43,1,2,71,0,72,600,0,45,1,143,0,58.959
131,7782,800,4,1,0.1,0.5,0.5,0.25,1.2,1,300,297.75,0.6,800,534,97,41,122,6,163,41,122,163,41,5,36,506,2,123,27,1,13,13,1,108,631,0,40,1,122,0,59.044
132,7783,800,4,3,0.3,1.5,0.5,0.25,0.4,1,300,298.125,0.6,800,553,74,42,126,5,168,42,126,168,68,5,63,374,3,250,24,0,18,2,2,122,627,0,40,2,122,4,57.48
133,7784,800,4,0.1,0.09,0.05,0.5,0.25,12,1,300,293.25,0.6,800,466,107,47,162,18,209,47,162,209,10,0,10,557,0,16,46,0,1,109,0,53,573,0,47,0,161,1,57.787
134,7785,800,4,0.3,0.27,0.15,0.5,0.25,4,1,300,296.25,0.6,800,480,103,55,152,10,207,55,152,207,24,2,22,548,0,35,47,0,8,67,0,85,583,0,54,1,152,0,59.555
